Open,High,Low,Close,Vol.,Change %
23.75,24.25,23.0,23.5,12.33M,-1.05%
23.5,23.75,23.0,23.75,14.03M,1.06%
23.75,24.5,23.5,23.75,6.41M,0.00%
24.0,24.0,23.25,23.75,4.29M,0.00%
23.75,23.75,23.25,23.5,3.62M,-1.05%
23.75,23.75,23.25,23.5,9.83M,0.00%
23.75,23.75,23.5,23.5,6.97M,0.00%
23.5,24.0,23.5,23.5,9.43M,0.00%
23.75,24.0,23.25,23.5,22.06M,0.00%
24.0,24.0,23.25,23.25,4.66M,-1.06%
23.75,23.75,23.0,23.5,47.50M,1.08%
23.75,25.0,23.75,24.5,4.15M,4.26%
24.5,24.5,23.0,23.75,4.71M,-3.06%
23.5,24.0,22.5,22.5,5.45M,-5.26%
23.0,23.5,22.5,22.75,8.63M,1.11%
23.25,23.75,23.25,23.25,9.48M,2.20%
23.75,24.75,23.5,24.25,10.31M,4.30%
24.0,24.5,23.75,24.25,10.30M,0.00%
24.25,24.5,24.0,24.25,12.01M,0.00%
24.5,24.5,23.75,24.0,8.87M,-1.03%
24.0,24.0,23.5,23.75,15.07M,-1.04%
24.0,24.25,23.5,23.75,7.08M,0.00%
23.75,24.0,23.5,23.5,2.17M,-1.05%
23.75,24.0,23.5,23.5,4.66M,0.00%
23.5,24.0,23.5,23.75,7.00M,1.06%
23.75,24.0,23.75,23.75,683.00K,0.00%
24.0,24.0,23.75,23.75,2.45M,0.00%
23.75,24.0,23.6,23.8,10.79M,0.21%
24.0,24.0,23.75,23.8,27.43M,0.00%
24.0,24.0,23.75,23.8,16.75M,0.00%
24.0,24.0,23.5,23.75,10.76M,-0.21%
23.75,23.85,23.65,23.75,15.24M,0.00%
23.75,23.8,23.55,23.75,2.72M,0.00%
23.75,23.75,23.5,23.6,3.49M,-0.63%
23.5,23.75,23.5,23.65,1.77M,0.21%
23.5,23.6,23.3,23.4,4.44M,-1.06%
23.4,23.4,22.8,23.0,12.99M,-1.71%
23.0,23.0,22.6,22.65,13.20M,-1.52%
23.0,23.0,21.9,22.05,21.14M,-2.65%
23.0,23.0,21.9,22.15,22.20M,0.45%
22.25,23.25,22.25,22.9,29.99M,3.39%
22.95,23.25,22.5,23.0,6.18M,0.44%
23.0,23.1,22.8,23.0,17.10M,0.00%
23.0,23.05,22.5,22.9,8.36M,-0.43%
22.9,22.9,22.35,22.45,19.30M,-1.97%
22.3,23.25,22.2,22.3,5.64M,-0.67%
22.55,23.5,22.5,22.6,730.10K,1.35%
23.0,23.0,22.55,22.6,1.78M,0.00%
23.0,23.0,22.8,22.85,1.27M,1.11%
22.8,22.8,22.1,22.2,3.68M,-2.84%
23.0,23.0,22.2,22.25,1.78M,0.23%
22.25,22.5,21.8,22.15,12.26M,-0.45%
22.0,22.0,21.0,21.3,2.21M,-3.84%
21.3,21.8,21.3,21.45,6.28M,0.70%
21.8,22.2,21.5,22.0,1.53M,2.56%
22.2,22.75,22.15,22.3,21.76M,1.36%
22.4,24.0,22.4,23.0,24.91M,3.14%
23.0,23.75,22.8,23.4,4.88M,1.74%
23.6,23.65,23.25,23.5,22.01M,0.43%
23.5,23.8,23.5,23.5,21.63M,0.00%
23.8,24.3,23.7,23.8,14.06M,1.28%
23.9,24.0,23.55,23.75,5.58M,-0.21%
23.75,23.95,23.5,23.7,28.01M,-0.21%
23.7,23.7,23.05,23.5,20.87M,-0.84%
23.5,23.5,23.05,23.3,3.85M,-0.85%
23.3,23.45,23.05,23.25,2.77M,-0.21%
23.2,23.4,23.05,23.2,4.05M,-0.22%
23.45,23.65,23.15,23.45,14.28M,1.08%
23.5,23.75,23.35,23.45,23.04M,0.00%
23.5,23.6,23.05,23.45,7.80M,0.00%
23.5,24.0,23.4,23.7,12.47M,1.07%
23.6,24.5,23.6,23.85,61.10M,0.63%
24.0,25.6,24.0,25.5,14.81M,6.92%
25.5,26.25,25.5,26.0,10.61M,1.96%
26.15,27.0,26.1,26.5,20.16M,1.92%
26.55,27.2,26.5,26.9,19.64M,1.51%
27.0,27.1,26.9,27.05,12.46M,0.56%
27.0,27.0,26.5,26.85,22.91M,-0.74%
26.85,26.95,26.5,26.8,12.20M,-0.19%
27.0,27.0,26.8,26.9,7.06M,0.37%
26.9,27.0,26.05,26.9,5.82M,0.00%
26.85,26.85,25.95,26.45,12.16M,-1.67%
27.0,27.0,26.0,26.1,1.61M,-1.32%
26.0,26.9,25.9,26.05,10.59M,-0.19%
26.1,26.5,26.0,26.15,2.41M,0.38%
26.05,26.5,26.05,26.15,2.63M,0.00%
26.1,26.15,26.0,26.0,9.92M,-0.57%
26.05,26.2,26.0,26.05,5.42M,0.19%
26.15,26.7,26.15,26.5,4.93M,1.73%
26.5,26.65,26.3,26.6,3.38M,0.38%
26.6,26.7,26.3,26.55,4.05M,-0.19%
26.5,26.5,25.95,26.0,13.90M,-2.07%
26.0,26.5,26.0,26.1,9.11M,0.38%
26.5,26.55,26.05,26.45,3.35M,1.34%
26.5,26.55,26.3,26.5,4.23M,0.19%
26.55,26.75,26.4,26.6,5.45M,0.38%
26.6,27.0,26.6,26.8,2.96M,0.75%
26.9,27.45,26.8,27.0,16.00M,0.75%
27.0,27.0,26.75,26.9,2.08M,-0.37%
27.0,27.0,26.7,26.9,4.07M,0.00%
26.85,27.0,26.5,26.75,13.64M,-0.56%
27.0,27.1,26.75,27.0,7.63M,0.93%
27.0,28.1,26.8,27.75,9.91M,2.78%
27.6,28.75,27.5,28.5,12.84M,2.70%
28.5,28.5,27.6,28.0,19.00M,-1.75%
28.0,28.75,28.0,28.55,3.77M,1.96%
30.0,30.0,28.3,28.65,7.73M,0.35%
28.65,28.65,28.0,28.15,6.94M,-1.75%
28.15,28.2,27.5,27.95,22.98M,-0.71%
27.95,27.95,27.2,27.6,17.53M,-1.25%
27.5,27.75,26.95,27.25,8.52M,-1.27%
27.0,27.25,27.0,27.1,1.94M,-0.55%
27.0,27.7,27.0,27.55,5.20M,1.66%
27.7,28.1,27.6,27.9,8.47M,1.27%
28.0,28.5,28.0,28.1,12.06M,0.72%
28.0,28.2,28.0,28.1,2.48M,0.00%
28.15,28.2,28.0,28.05,3.20M,-0.18%
28.0,28.1,27.65,28.0,11.07M,-0.18%
27.85,28.0,27.65,28.0,15.72M,0.00%
28.0,28.0,27.6,27.85,10.03M,-0.54%
27.9,28.0,27.65,27.75,10.07M,-0.36%
27.8,27.8,27.6,27.7,3.31M,-0.18%
27.75,27.75,27.05,27.5,6.69M,-0.72%
27.2,27.5,27.05,27.3,1.27M,-0.73%
27.3,27.75,27.3,27.5,7.26M,0.73%
27.6,28.0,27.6,27.85,2.21M,1.27%
27.8,28.0,27.65,27.85,1.77M,0.00%
28.0,28.0,27.65,27.95,4.29M,0.36%
27.85,28.1,27.85,28.0,8.05M,0.18%
28.0,28.1,27.9,27.95,14.34M,-0.18%
27.85,28.0,27.85,27.95,2.88M,0.00%
28.5,28.5,27.85,28.0,3.26M,0.18%
28.2,28.6,28.1,28.15,2.69M,0.54%
28.25,30.0,28.25,29.55,7.89M,4.97%
29.8,30.0,28.35,29.25,4.96M,-1.02%
29.0,29.0,28.5,28.65,2.75M,-2.05%
29.5,29.5,28.2,28.6,4.35M,-0.17%
29.0,29.0,28.0,28.15,3.40M,-1.57%
28.3,28.3,27.8,27.95,5.29M,-0.71%
27.9,27.9,27.2,27.45,3.58M,-1.79%
28.0,28.0,27.0,27.2,8.46M,-0.91%
27.2,27.2,26.1,26.4,8.46M,-2.94%
27.2,27.2,26.35,26.7,9.71M,1.14%
26.7,26.7,26.05,26.25,6.43M,-1.69%
26.2,26.6,26.05,26.15,12.30M,-0.38%
26.05,26.5,26.05,26.2,5.78M,0.19%
26.25,26.5,26.0,26.35,8.35M,0.57%
26.05,27.0,26.05,26.1,13.51M,-0.95%
26.15,26.25,26.05,26.15,640.20K,0.19%
26.3,27.0,26.2,26.45,12.18M,1.15%
26.5,27.0,26.5,26.8,889.20K,1.32%
26.95,28.65,26.9,28.35,28.20M,5.78%
28.1,28.3,27.8,28.0,17.19M,-1.23%
27.8,27.8,27.4,27.65,11.92M,-1.25%
27.65,27.65,27.0,27.45,7.50M,-0.72%
27.4,27.8,27.4,27.65,1.89M,0.73%
27.65,27.8,27.6,27.7,6.88M,0.18%
27.7,28.0,27.65,27.7,8.48M,0.00%
27.9,27.9,27.1,27.4,1.78M,-1.08%
27.1,27.6,27.05,27.45,1.33M,0.18%
27.5,27.7,27.2,27.55,1.71M,0.36%
27.6,27.65,27.3,27.5,22.67M,-0.18%
27.5,27.7,27.1,27.35,22.56M,-0.55%
27.5,27.5,27.05,27.2,5.30M,-0.55%
